date	Treat_veg	Treat_OTC	Flunctional_group	Species	Plot	Position	vh 	vw 	nlc	nb	lll 	Dia 						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	6.2	5	26	270	25	4	2.8	8.94						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	6.2	5	24	550	25	5	7	4.73						
2021-11-17	noveg	withOTC	Shrub	Buddleja_salviifolia	6.2	12	30	170	3	NA	5	4.1						
2022-01-23	noveg	withOTC	Shrub	Buddleja_salviifolia	6.2	12	36	288	7	3	5	7.91						
2022-03-22	noveg	withOTC	Shrub	Buddleja_salviifolia	6.2	12	37	180	25	6	5	3.78						
2021-11-17	noveg	withOTC	Geophyte	Scilla	6.2	4	7	9	6	NA	NA	NA						
2022-01-23	noveg	withOTC	Geophyte	Scilla	6.2	4	9	20	5	NA	7	NA						
2022-03-22	noveg	withOTC	Geophyte	Scilla	6.2	4	11	374	5	NA	11	NA						
2021-11-17	noveg	withOTC	Geophyte	Crinum_bulbispermum	6.2	7	20	60	5	NA	20	NA						
2022-01-23	noveg	withOTC	Geophyte	Crinum_bulbispermum	6.2	7	28	44	5	NA	28	NA						
2022-03-22	noveg	withOTC	Geophyte	Crinum_bulbispermum	6.2	7	26	217	NA	NA	26	NA						
2021-11-17	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	6.2	10	12	36	20	NA	12	NA						
2022-01-23	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	6.2	10	21	425	21	NA	21	NA						
2022-03-22	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	6.2	10	28	170	11	NA	28	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	6.2	3	25	25	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	6.2	3	60	6	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	6.2	3	59	20	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	6.2	8	26	81	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	6.2	8	30	35	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	6.2	8	40	4.9	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	6.2	9	7	36	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	6.2	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	6.2	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	6.3	1	5	49	6	NA	5	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	6.3	1	4	77	7	NA	4	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	6.3	1	7	117	8	NA	7	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_pulvinata	6.3	6	6	130	NA	NA	6	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_pulvinata	6.3	6	11	30	NA	NA	11	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_pulvinata	6.3	6	5	196	NA	NA	5	NA						
2021-11-17	withveg	noOTC	Succulent	Euphobia_clavarioides	6.3	11	6	144	NA	NA	6	NA						
2022-01-23	withveg	noOTC	Succulent	Euphobia_clavarioides	6.3	11	3	156	NA	NA	3	NA						
2022-03-22	withveg	noOTC	Succulent	Euphobia_clavarioides	6.3	11	3	156	NA	NA	3	NA						
2021-11-17	withveg	noOTC	Shrub	Rosa_rubigosa	6.3	2	10	39	NA	0	NA	3.03						
2022-01-23	withveg	noOTC	Shrub	Rosa_rubigosa	6.3	2	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Shrub	Rosa_rubigosa	6.3	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salvifolia	6.3	5	28	120	NA	NA	NA	3.15						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salvifolia	6.3	5	30	30	2	1	8.5	3.3						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salvifolia	6.3	5	30	75	4	1	6	3.15						
2021-11-17	withveg	noOTC	Shrub	Leucosidea	6.3	12	44	160	2	NA	2	6.77						
2022-01-23	withveg	noOTC	Shrub	Leucosidea	6.3	12	43	8	1	3	2	9.66						
2022-03-22	withveg	noOTC	Shrub	Leucosidea	6.3	12	40	49	7	2	1.5	14.85						
2021-11-17	withveg	noOTC	Geophyte	Scilla	6.3	4	4	16	0	NA	4	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	6.3	4	7	80	4	NA	6	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	6.3	4	8	121	6	NA	10	NA						
2021-11-17	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	6.3	7	7	49	4	NA	7	NA						
2022-01-23	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	6.3	7	5	169	NA	NA	5	NA						
2022-03-22	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	6.3	7	18	289	10	NA	18	NA						
2021-11-17	withveg	noOTC	Geophyte	Crinum_bulbispermum	6.3	10	20	162	8	NA	20	NA						
2022-01-23	withveg	noOTC	Geophyte	Crinum_bulbispermum	6.3	10	30	440	5	NA	30	NA						
2022-03-22	withveg	noOTC	Geophyte	Crinum_bulbispermum	6.3	10	22	256	7	NA	22	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	6.3	3	27	196	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	6.3	3	29	210	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	6.3	3	38	169	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	6.3	8	25	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	6.3	8	35	30	2	NA	8.5	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	6.3	8	40	36	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	6.3	9	10	49	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	6.3	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	6.3	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	6.6	1	6	36	3	NA	6	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	6.6	1	4	22.5	5	NA	5	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	6.6	1	5	36	4	NA	6	NA						
2021-11-17	noveg	noOTC	Succulent	Cotyledon_orbiculata	6.6	6	9	64	13	NA	7	NA						
2022-01-23	noveg	noOTC	Succulent	Cotyledon_orbiculata	6.6	6	7	48	13	NA	6	NA						
2022-03-22	noveg	noOTC	Succulent	Cotyledon_orbiculata	6.6	6	6	80	14	NA	7	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	6.6	11	6	110	NA	NA	6	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	6.6	11	2	99	NA	NA	2	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	6.6	11	3.5	84	NA	NA	3.5	NA						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salviifolia	6.6	2	29	156	1	1	2	6						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salviifolia	6.6	2	40	38	1	1	2.8	5.89						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salviifolia	6.6	2	40	250	5	1	3	4.74						
2021-11-17	noveg	noOTC	Shrub	Cotoneaster	6.6	5	7	20	6	1	NA	1.93						
2022-01-23	noveg	noOTC	Shrub	Cotoneaster	6.6	5	6	6	3	1	0.5	1.32						
2022-03-22	noveg	noOTC	Shrub	Cotoneaster	6.6	5	4.5	16	1	1	1	1.64						
2021-11-17	noveg	noOTC	Shrub	Leucosidea_sericea	6.6	12	50	140	7	3	NA	5.2						
2022-01-23	noveg	noOTC	Shrub	Leucosidea_sericea	6.6	12	48	24	19	3	1.5	3.98						
2022-03-22	noveg	noOTC	Shrub	Leucosidea_sericea	6.6	12	49	165	19	3	NA	5.4						
2021-11-17	noveg	noOTC	Geophyte	Scilla	6.6	4	3	9	0	NA	3	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	6.6	4	7	125.52	NA	NA	7	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	6.6	4	5	342	6	NA	5	NA						
2021-11-17	noveg	noOTC	Geophyte	Watsonia_socialis	6.6	7	30	6	2	NA	30	NA						
2022-01-23	noveg	noOTC	Geophyte	Watsonia_socialis	6.6	7	43	4	2	NA	43	NA						
2022-03-22	noveg	noOTC	Geophyte	Watsonia_socialis	6.6	7	25	2	2	NA	25	NA						
2021-11-17	noveg	noOTC	Geophyte	Xerophyta_viscosa	6.6	10	14	169	NA	NA	14	NA						
2022-01-23	noveg	noOTC	Geophyte	Xerophyta_viscosa	6.6	10	16	252	NA	NA	16	NA						
2022-03-22	noveg	noOTC	Geophyte	Xerophyta_viscosa	6.6	10	20	414	NA	NA	20	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	6.6	3	10	49	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	6.6	3	3	12	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	6.6	3	16	16	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	6.6	8	23	49	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	6.6	8	39	15	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	6.6	8	36	787	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	6.6	9	9	36	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	6.6	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	6.6	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	7.1	1	6	49	4	NA	6	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	7.1	1	4	64	7	NA	4.5	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	7.1	1	6	110	7	NA	9	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_clavarioides	7.1	6	5	144	NA	NA	5	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_clavarioides	7.1	6	3	90	NA	NA	6	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_clavarioides	7.1	6	3	150	NA	NA	6	NA						
2021-11-17	withveg	noOTC	Succulent	Cotyledon_orbiculata	7.1	11	9	64	14	NA	9	NA						
2022-01-23	withveg	noOTC	Succulent	Cotyledon_orbiculata	7.1	11	8	42	NA	NA	8	NA						
2022-03-22	withveg	noOTC	Succulent	Cotyledon_orbiculata	7.1	11	7	49	10	NA	7	NA						
2021-11-17	withveg	noOTC	Shrub	Rosa_rubigosa	7.1	2	11	50	2	2	1	3.73						
2022-01-23	withveg	noOTC	Shrub	Rosa_rubigosa	7.1	2	14	2	2	2	1	3.89						
2022-03-22	withveg	noOTC	Shrub	Rosa_rubigosa	7.1	2	7	40	2	2	1	4.1						
2021-11-17	withveg	noOTC	Shrub	Cotoneaster	7.1	5	3	1	0	NA	0.5	1.5						
2022-01-23	withveg	noOTC	Shrub	Cotoneaster	7.1	5	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Shrub	Cotoneaster	7.1	5	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salviifolia	7.1	12	24	350	6	3	17	7.1						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salviifolia	7.1	12	36	18	10	2	5	6.41						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salviifolia	7.1	12	34	220	8	NA	4	7.12						
2021-11-17	withveg	noOTC	Geophyte	Scilla	7.1	4	3	9	NA	NA	7	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	7.1	4	10	30	6	NA	8	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	7.1	4	12	368	5	NA	12	NA						
2021-11-17	withveg	noOTC	Geophyte	Xerophyta_viscosa	7.1	7	10	100	NA	NA	10	NA						
2022-01-23	withveg	noOTC	Geophyte	Xerophyta_viscosa	7.1	7	9	36	NA	NA	9	NA						
2022-03-22	withveg	noOTC	Geophyte	Xerophyta_viscosa	7.1	7	10	100	NA	NA	10	NA						
2021-11-17	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.1	10	13	154	NA	NA	13	NA						
2022-01-23	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.1	10	9	77	NA	NA	9	NA						
2022-03-22	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.1	10	9	20	6	NA	9	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	7.1	3	11	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	7.1	3	16	196	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	7.1	3	32	238	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	7.1	8	20	49	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	7.1	8	27	30	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	7.1	8	24	64	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	7.1	9	13	36	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	7.1	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	7.1	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	7.2	1	5	49	8	NA	5	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	7.2	1	9	110	8	NA	6	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	7.2	1	10	144	7	NA	8	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	7.2	11	11	49	7	NA	11	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	7.2	11	10	60	6	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	7.2	11	10	49	6	NA	8	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_pulvinata	7.2	6	4	25	NA	NA	4	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_pulvinata	7.2	6	2	30	NA	NA	2	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_pulvinata	7.2	6	3	25	NA	NA	3	NA						
2021-11-17	withveg	withOTC	Shrub	Leucosidea	7.2	2	23	306	NA	3	2	4.15						
2022-01-23	withveg	withOTC	Shrub	Leucosidea	7.2	2	40	56	10	3	2	9.25						
2022-03-22	withveg	withOTC	Shrub	Leucosidea	7.2	2	37	195	NA	3	2	3.82						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	7.2	5	65	42	4	3	5	6.13						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	7.2	5	69	4	5	0	4.5	5.68						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	7.2	5	67	40	8	0	5	5.8						
2021-11-17	withveg	withOTC	Shrub	Pyracantha	7.2	12	4	9	3	0	1	3.25						
2022-01-23	withveg	withOTC	Shrub	Pyracantha	7.2	12	8	1	4	1	1.2	1.4						
2022-03-22	withveg	withOTC	Shrub	Pyracantha	7.2	12	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Geophyte	Scilla	7.2	4	6	16	5	NA	6	NA						
2022-01-23	withveg	withOTC	Geophyte	Scilla	7.2	4	11	238	5	NA	9	NA						
2022-03-22	withveg	withOTC	Geophyte	Scilla	7.2	4	8	420	5	NA	18	NA						
2021-11-17	withveg	withOTC	Geophyte	_Crinum_bulbispermum	7.2	7	16	81	4	NA	NA	NA						
2022-01-23	withveg	withOTC	Geophyte	_Crinum_bulbispermum	7.2	7	28	56	4	NA	28	NA						
2022-03-22	withveg	withOTC	Geophyte	_Crinum_bulbispermum	7.2	7	16	96	4	NA	16	NA						
2021-11-17	withveg	withOTC	Geophyte	Watsonia_socialis	7.2	10	7	4	2	NA	20	NA						
2022-01-23	withveg	withOTC	Geophyte	Watsonia_socialis	7.2	10	35	12	NA	NA	35	NA						
2022-03-22	withveg	withOTC	Geophyte	Watsonia_socialis	7.2	10	30	2	NA	NA	30	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	7.2	3	18	121	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	7.2	3	19	143	3	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	7.2	3	20	36	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	7.2	8	20	36	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	7.2	8	25	16	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	7.2	8	30	100	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	7.2	9	7	49	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	7.2	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	7.2	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	7.4	1	2	4	2	NA	2	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	7.4	1	3	10	3	NA	3	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	7.4	1	3	25	3	NA	5	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_pulvinata	7.4	6	10	256	NA	NA	10	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_pulvinata	7.4	6	11	240	NA	NA	11	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_pulvinata	7.4	6	10	324	NA	NA	10	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	7.4	11	8	130	NA	NA	8	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	7.4	11	8	160	NA	NA	8	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	7.4	11	7	56	NA	NA	7	NA						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salvifolia	7.4	2	62	240	4	2	5.75	NA						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salvifolia	7.4	2	68	54	6	1	4	3.82						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salvifolia	7.4	2	68	216	6	1	2	4.74						
2021-11-17	noveg	noOTC	Shrub	Pyracantha	7.4	5	28	50	3	2	1	8.29						
2022-01-23	noveg	noOTC	Shrub	Pyracantha	7.4	5	28	24	2	1	2	8.28						
2022-03-22	noveg	noOTC	Shrub	Pyracantha	7.4	5	29	50	NA	NA	1.5	7.9						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	7.4	12	46	450	10	3	2	6.08						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	7.4	12	47	308	10	3	2	5.76						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	7.4	12	46	441	25	3	2	5.21						
2021-11-17	noveg	noOTC	Geophyte	Scilla	7.4	4	3	9	0	NA	NA	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	7.4	4	5	16	4	NA	3	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	7.4	4	7	214.5	4	NA	10	NA						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.4	7	7	25	2	NA	NA	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.4	7	28	76	4	NA	28	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	7.4	7	22	196	7	NA	22	NA						
2021-11-17	noveg	noOTC	Geophyte	_Crinum_bulbispermum	7.4	10	22	168	5	NA	22	NA						
2022-01-23	noveg	noOTC	Geophyte	_Crinum_bulbispermum	7.4	10	19	66	5	NA	19	NA						
2022-03-22	noveg	noOTC	Geophyte	_Crinum_bulbispermum	7.4	10	30	196	6	NA	30	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	7.4	8	16	81	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	7.4	8	30	22	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	7.4	8	21	49	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	7.4	9	7	49	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	7.4	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	7.4	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	7.4	3	10	144	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	7.4	3	8	132	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	7.4	3	10	144	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	7.6	1	15	440	11	NA	15	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	7.6	1	15	810	NA	NA	16	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	7.6	1	12	1600	14	NA	22	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	7.6	6	10	100	13	NA	9	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	7.6	6	10	54	6	NA	8	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	7.6	6	13	182	17	NA	8	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	7.6	11	6	225	NA	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	7.6	11	4	210	NA	NA	4	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	7.6	11	5	324	NA	NA	5	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	7.6	2	60	16	19	2	1	4.1						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	7.6	2	65	8	7	2	1	3.3						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	7.6	2	64	56	25	8	1	4.15						
2021-11-17	noveg	withOTC	Shrub	Buddleja_salviifolia	7.6	5	60	36	2	0	8	3.2						
2022-01-23	noveg	withOTC	Shrub	Buddleja_salviifolia	7.6	5	70	14	2	0	4.5	3.51						
2022-03-22	noveg	withOTC	Shrub	Buddleja_salviifolia	7.6	5	68	42	5	0	3	2.86						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	7.6	12	37	375	15	7	2	9.38						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	7.6	12	43	198	9	4	3	15.13						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	7.6	12	40	320	25	2	2	8.78						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	4	5	4	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	4	6	4	2	NA	6	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	4	5	210	2	NA	14	NA						
2021-11-17	noveg	withOTC	Geophyte	Watsonia_socialis	7.6	7	4	4	2	NA	20	NA						
2022-01-23	noveg	withOTC	Geophyte	Watsonia_socialis	7.6	7	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Geophyte	Watsonia_socialis	7.6	7	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	10	8	64	NA	NA	8	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	10	10	110	NA	NA	10	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	7.6	10	8	289	NA	NA	8	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	7.6	3	20	324	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	7.6	3	50	104	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	7.6	3	50	324	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	7.6	8	38	100	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	7.6	8	36	12	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	7.6	8	36	81	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	7.6	9	10	35	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	7.6	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	7.6	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	8.1	1	16	351	11	NA	10	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	8.1	1	19	437	8	NA	12	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	8.1	1	13	870	10	NA	13	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	8.1	6	6	208	NA	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	8.1	6	4	210	NA	NA	4	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	8.1	6	6	225	NA	NA	6	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	8.1	11	9	49	20	NA	9	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	8.1	11	8	56	12	NA	8	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	8.1	11	7	64	12	NA	7	NA						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	8.1	2	6	9	1	1	1	1.55						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	8.1	2	4	4	2	1	1	0.54						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	8.1	2	3	16	4	1	1	4.62						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	8.1	5	8	54	7	2	1	1.41						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	8.1	5	13	16	3	2	2	3.75						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	8.1	5	10	50	10	3	1	3.38						
2021-11-17	noveg	withOTC	Shrub	Buddleja_salvifolia	8.1	12	25	616	12	3	16	3.26						
2022-01-23	noveg	withOTC	Shrub	Buddleja_salvifolia	8.1	12	25	500	6	2	11	3.54						
2022-03-22	noveg	withOTC	Shrub	Buddleja_salvifolia	8.1	12	32	930	25	NA	7	3.56						
2021-11-17	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.1	4	25	256	15	NA	25	NA						
